,Unnamed: 0,Title,Production company,Cast and crew,Rank,Genre,Tickets Sold,Release Year Gross,ReleaseYear
744,747,Missing Link,Annapurna Pictures / Laika,"Chris Butler (director/screenplay); Hugh Jackman, Zach Galifianakis, Zoe Saldana, Emma Thompson, Stephen Fry, David Walliams, Timothy Olyphant, Matt Lucas, Amrita Acharia",116,Adventure,1817635.0,16649539.0,2019
745,748,After,Aviron Pictures / Voltage Pictures,"Jenny Gage (director/screenplay); Susan McMartin, Tamara Chestna (screenplay); Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",125,Thriller/Suspense,1325170.0,12138565.0,2019
746,749,Her Smell,Bow and Arrow Entertainment / Faliro House Productions,"Alex Ross Perry (director/screenplay); Elisabeth Moss, Cara Delevingne, Dan Stevens, Agyness Deyn, Gayle Rankin, Ashley Benson, Dylan Gelula, Virginia Madsen, Amber Heard",334,Drama,27903.0,255599.0,2019
747,750,Breakthrough,20th Century Fox,"Roxann Dawson (director); Grant Nieporte (screenplay); Chrissy Metz, Josh Lucas, Topher Grace, Mike Colter, Marcel Ruiz, Sam Trammell, Dennis Haysbert",69,Drama,4444659.0,40713082.0,2019
748,751,Penguins,Disneynature,"Alastair Fothergill (director), Jeff Wilson (co-director); Ed Helms",141,Documentary,840552.0,7699452.0,2019
749,752,The Curse of La Llorona,Warner Bros. Pictures / New Line Cinema,"Michael Chaves (director); Mikki Daughtry, Tobias Iaconis (screenplay); Linda Cardellini, Raymond Cruz, Patricia Velasquez",51,Horror,5975299.0,54733739.0,2019
750,753,Family,Stage 6 Films / Naegle Ink,"Laura Steinel (director/screenplay); Taylor Schilling, Brian Tyree Henry, Bryn Vale, Allison Tolman, Kate McKinnon",354,Drama,21432.0,196322.0,2019
751,754,Fast Color,Codeblack Films,"Julia Hart (director/screenplay); Jordan Horowitz (screenplay); Gugu Mbatha-Raw, Lorraine Toussaint, Saniyya Sidney, Christopher Denham, David Strathairn",442,Thriller/Suspense,8396.0,76916.0,2019
752,755,Avengers: Endgame,Marvel Studios,"Anthony and Joe Russo (directors); Christopher Markus and Stephen McFeely (screenplay); Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Brie Larson, Karen Gillan, Danai Gurira, Benedict Wong, Jon Favreau, Bradley Cooper, Gwyneth Paltrow, Josh Brolin",1,Action,93708843.0,858373000.0,2019
753,756,Body at Brighton Rock,SoapBox Films / ProtoStar Pictures,"Roxanne Benjamin (director/screenplay); Karina Fontes, Casey Adams, Emily Althaus, Martin Spanjers, Susan Burke, John Getz",640,Thriller/Suspense,559.0,5123.0,2019
754,757,Buffaloed,Lost City / Blue Ice Pictures,"Tanya Wexler (director); Brian Sacca (screenplay); Zoey Deutch, Jermaine Fowler, Judy Greer, Jai Courtney",253,Comedy,3178.0,29118.0,2020
755,758,Long Shot,Lionsgate / Good Universe / Point Grey Pictures,"Jonathan Levine (director); Dan Sterling (screenplay); Seth Rogen, Charlize Theron, O'Shea Jackson Jr., Andy Serkis, June Diane Raphael, Bob Odenkirk, Alexander Skarsgård",82,Romantic Comedy,3309636.0,30316271.0,2019
756,759,The Intruder,Screen Gems,"Deon Taylor (director); David Loughery (screenplay); Dennis Quaid, Michael Ealy, Meagan Good, Joseph Sikora",75,Thriller/Suspense,3863425.0,35388976.0,2019
757,760,UglyDolls,STX Entertainment / Reel FX Animation Studios,"Kelly Asbury (director); Alison Peck (screenplay); Kelly Clarkson, Pitbull, Nick Jonas, Wanda Sykes, Gabriel Iglesias, Blake Shelton, Janelle Monáe, Emma Roberts, Wang Leehom, Bebe Rexha, Charli XCX, Lizzo",105,Adventure,2199807.0,20150241.0,2019
758,761,The Hustle,Metro-Goldwyn-Mayer,"Chris Addison (director); Jac Schaeffer (screenplay); Anne Hathaway, Rebel Wilson, Alex Sharp, Dean Norris",74,Comedy,3866488.0,35417038.0,2019
759,762,Tolkien,Fox Searchlight Pictures,"Dome Karukoski (director); David Gleeson, Stephen Beresford (screenplay); Nicholas Hoult, Lily Collins, Colm Meaney, Derek Jacobi",161,Drama,495104.0,4535154.0,2019
760,763,Poms,STX Entertainment / Sierra/Affinity,"Zara Hayes (director/screenplay); Shane Atkinson (screenplay); Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Phyllis Somerville",122,Comedy,1488113.0,13631124.0,2019
761,764,The Souvenir,A24,"Joanna Hogg (director/screenplay); Honor Swinton Byrne, Tom Burke, Tilda Swinton, Richard Ayoade",236,Drama,112500.0,1030502.0,2019
762,765,The Tomorrow Man,Bleecker Street,"Noble Jones (director, screenplay); John Lithgow, Blythe Danner, Derek Cecil, Katie Aselton, Sophie Thatcher, Eve Harlow",313,Drama,38657.0,354103.0,2019
763,766,Aladdin,Walt Disney Pictures,"Guy Ritchie (director/screenplay); John August (screenplay); Mena Massoud, Will Smith, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad, Billy Magnussen, Numan Acar, Alan Tudyk, Frank Welker",8,Adventure,38816508.0,355559216.0,2019
764,767,Booksmart,Annapurna Pictures / Gloria Sanchez Productions,"Olivia Wilde (director); Emily Halpern, Sarah Haskins, Katie Silberman, Susanna Fogel (screenplay); Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Noah Galvin, Billie Lourd, Lisa Kudrow, Will Forte, Jason Sudeikis",97,Comedy,2476087.0,22680962.0,2019
765,768,Godzilla: King of the Monsters,Warner Bros. Pictures / Legendary Entertainment,"Michael Dougherty (director/screenplay); Zach Shields, Max Borenstein (screenplay); Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Bradley Whitford, Sally Hawkins, Charles Dance, Thomas Middleditch, Aisha Hinds, O'Shea Jackson Jr., David Strathairn, Ken Watanabe, Zhang Ziyi",25,Action,12063334.0,110500138.0,2019
766,769,Rocketman,Paramount Pictures / Marv Films,"Dexter Fletcher (director); Lee Hall (screenplay); Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard",32,Drama,10520541.0,96368160.0,2019
767,770,Dark Phoenix,20th Century Fox / TSG Entertainment / Marvel Entertainment,"Simon Kinberg (director/screenplay); James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan, Alexandra Shipp, Kodi Smit-McPhee, Evan Peters, Jessica Chastain",43,Action,7188425.0,65845974.0,2019
768,771,The Secret Life of Pets 2,Universal Pictures / Illumination,"Chris Renaud (director); Jonathan del Val (co-director); Brian Lynch (screenplay); Patton Oswalt, Eric Stonestreet, Kevin Hart, Jenny Slate, Tiffany Haddish, Lake Bell, Nick Kroll, Dana Carvey, Ellie Kemper, Chris Renaud, Hannibal Buress, Bobby Moynihan, Harrison Ford",16,Adventure,17344366.0,158874395.0,2019
769,772,Late Night,Amazon Studios,"Nisha Ganatra (director); Mindy Kaling (screenplay); Emma Thompson, Mindy Kaling, Max Casella, Hugh Dancy, John Lithgow, Denis O'Hare, Reid Scott, Amy Ryan",117,Comedy,1692144.0,15500045.0,2019
770,773,Men in Black: International,Columbia Pictures / Amblin Entertainment / Tencent Pictures,"F. Gary Gray (director); Art Marcum and Matt Holloway (screenplay); Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson, Rafe Spall, Les Twins, Emma Thompson, Liam Neeson",35,Adventure,8733821.0,80001807.0,2019
771,774,Shaft,Warner Bros. Pictures / New Line Cinema / Davis Entertainment,"Tim Story (director); Kenya Barris, Alex Barnow (screenplay); Samuel L. Jackson, Jessie Usher, Richard Roundtree, Alexandra Shipp, Regina Hall, Matt Lauria, Titus Welliver, Method Man",103,Comedy,2331901.0,21360215.0,2019
772,775,Being Frank,The Film Arcade,"Miranda Bailey (director); Glen Lakin (screenplay); Jim Gaffigan, Logan Miller, Samantha Mathis, Alex Karpovsky, Anna Gunn",456,Comedy,7351.0,67343.0,2019
773,776,Toy Story 4,Walt Disney Pictures / Pixar,"Josh Cooley (director); Stephany Folsom, Andrew Stanton (screenplay); Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Jordan Peele, Madeleine McGraw, Christina Hendricks, Keanu Reeves, Ally Maki, Jay Hernandez, Lori Alan, Joan Cusack",4,Adventure,47384062.0,434038008.0,2019
774,777,Anna,Lionsgate / Summit Entertainment / EuropaCorp,"Luc Besson (director); Luc Besson, Marc Shmuger (screenplay); Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy, Alexander Petrov",140,Action,845392.0,7743794.0,2019
775,778,Annabelle Comes Home,Warner Bros. Pictures / New Line Cinema,"Gary Dauberman (director/screenplay); Mckenna Grace, Madison Iseman, Katie Sarife, Patrick Wilson, Vera Farmiga",36,Horror,8095261.0,74152591.0,2019
776,779,Yesterday,Universal Pictures / Perfect World Pictures / Working Title Films,"Danny Boyle (director); Richard Curtis (screenplay); Himesh Patel, Lily James, Ed Sheeran, Kate McKinnon",37,Romantic Comedy,8000726.0,73286650.0,2019
777,780,Ophelia,IFC Films,"Claire McCarthy (director); Semi Chellas (screenplay); Daisy Ridley, Naomi Watts, Clive Owen, George MacKay, Tom Felton, Devon Terrell",472,Drama,5537.0,50722.0,2019
778,781,Spider-Man: Far From Home,Columbia Pictures / Marvel Studios,"Jon Watts (director); Chris McKenna, Erik Sommers (screenplay); Tom Holland, Samuel L. Jackson, Zendaya, Cobie Smulders, Jon Favreau, J. B. Smoove, Jacob Batalon, Martin Starr, Marisa Tomei, Jake Gyllenhaal",7,Action,42634507.0,390532085.0,2019
779,782,Midsommar,A24,"Ari Aster (director/screenplay); Florence Pugh, Jack Reynor, William Jackson Harper, Vilhelm Blomgren, Will Poulter",87,Horror,2994144.0,27426363.0,2019
780,783,Stuber,20th Century Fox,"Michael Dowse (director); Tripper Clancy (screenplay); Kumail Nanjiani, Dave Bautista, Iko Uwais, Natalie Morales, Betty Gilpin, Jimmy Tatro, Mira Sorvino, Karen Gillan",98,Comedy,2442189.0,22370452.0,2019
781,784,Crawl,Paramount Pictures / Ghost House Pictures,"Alexandre Aja (director); Shawn Rasmussen, Michael Rasmussen (screenplay); Kaya Scodelario, Barry Pepper",71,Horror,4259191.0,39014193.0,2019
782,785,The Farewell,A24,"Lulu Wang (director/screenplay); Awkwafina, Tzi Ma, Diana Lin, Zhao Shuzhen",112,Drama,1932366.0,17700478.0,2019
783,786,The Lion King,Walt Disney Pictures,"Jon Favreau (director); Jeff Nathanson (screenplay); Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani, John Oliver, Beyoncé Knowles-Carter, James Earl Jones",2,Adventure,59349131.0,543638043.0,2019
784,787,Dora and the Lost City of Gold,Paramount Players / Nickelodeon Movies / Walden Media / MRC,"James Bobin (director); Nicholas Stoller, Matthew Robinson (screenplay); Isabela Moner, Eugenio Derbez, Michael Peña, Eva Longoria, Temuera Morrison, Danny Trejo, Benicio del Toro",46,Adventure,6602395.0,60477943.0,2019
785,788,The Kitchen,Warner Bros. Pictures / New Line Cinema / Vertigo DC / Bron Studios,"Andrea Berloff (director/screenplay); Melissa McCarthy, Tiffany Haddish, Elisabeth Moss, Domhnall Gleeson, James Badge Dale, Brian d'Arcy James, Margo Martindale, Common, Bill Camp",124,Drama,1329698.0,12180032.0,2019
786,789,The Art of Racing in the Rain,20th Century Fox,"Simon Curtis (director); Mark Bomback (screenplay); Milo Ventimiglia, Amanda Seyfried, Kathy Baker, Martin Donovan, Gary Cole, Kevin Costner",89,Drama,2882403.0,26402818.0,2019
787,790,The Peanut Butter Falcon,Roadside Attractions,"Tyler Nilson, Michael Schwartz (director/screenplay); Shia LaBeouf, Dakota Johnson, John Hawkes, Bruce Dern, Jon Bernthal, Thomas Haden Church",104,Adventure,2233314.0,20457158.0,2019
788,791,After the Wedding,Sony Pictures Classics,"Bart Freundlich (director/screenplay); Michelle Williams, Julianne Moore, Billy Crudup, Abby Quinn",216,Drama,171755.0,1573276.0,2019
789,792,The Angry Birds Movie 2,Columbia Pictures / Sony Pictures Animation / Rovio Animation,"Thurop Van Orman (director), John Rice (co-director); Peter Ackerman, Eyal Podell, Jonathon E. Stewart (screenplay); Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader, Rachel Bloom, Awkwafina, Sterling K. Brown, Eugenio Derbez, Danny McBride, Peter Dinklage",66,Adventure,4547715.0,41657076.0,2019
790,793,Good Boys,Universal Pictures / Good Universe / Point Grey Pictures,"Gene Stupnitsky (director/screenplay); Lee Eisenberg (screenplay); Jacob Tremblay, Brady Noon, Keith L. Williams, Molly Gordon, Midori Francis, Will Forte, Lil Rel Howery, Retta",34,Comedy,9076453.0,83140306.0,2019
791,794,Blinded by the Light,Warner Bros. Pictures / New Line Cinema,"Gurinder Chadha (director/screenplay); Paul Mayeda Berges, Sarfraz Manzoor (screenplay); Viveik Kalra, Kulvinder Ghir, Meera Ganatra, Nell Williams, Aaron Phagura, Dean-Charles Chapman",126,Drama,1299252.0,11901145.0,2019
792,795,47 Meters Down: Uncaged,Entertainment Studios,"Johannes Roberts (director/screenplay); Ernest Riera (screenplay); John Corbett, Nia Long, Sophie Nelisse, Corinne Foxx, Sistine Stallone, Brianne Tju, Davi Santos, Khylin Rhambo, Brec Bassinger",99,Horror,2430229.0,22260900.0,2019
793,796,Ready or Not,Fox Searchlight Pictures,"Matt Bettinelli-Olpin, Tyler Gillett (director); Guy Busick, R. Christopher Murphy (screenplay); Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny, Andie MacDowell",84,Black Comedy,3134741.0,28714231.0,2019
794,797,Angel Has Fallen,Lionsgate,"Ric Roman Waugh (director); Creighton Rothenberger, Katrin Benedikt (screenplay); Gerard Butler, Morgan Freeman, Jada Pinkett Smith, Nick Nolte, Lance Reddick, Danny Huston, Tim Blake Nelson",41,Thriller/Suspense,7536073.0,69030436.0,2019
795,798,Brittany Runs a Marathon,Amazon Studios,"Paul Downs Colaizzo (director/screenplay); Jillian Bell, Michaela Watkins, Utkarsh Ambudkar, Lil Rel Howery, Micah Stock",142,Drama,779076.0,7136342.0,2019
796,799,Overcomer,Sony Affirm,"Alex Kendrick (director/screenplay); Stephen Kendrick (screenplay); Alex Kendrick, Priscilla Shirer, Ben Davies, Shari Rigby, Jack Sterner",77,Drama,3788225.0,34700142.0,2019
797,800,Official Secrets,IFC Films,"Gavin Hood (director/screenplay); Gregory Bernstein, Sara Bernstein (screenplay); Keira Knightley, Matt Smith, Matthew Goode, Adam Bakri, Rhys Ifans, Ralph Fiennes",204,Thriller/Suspense,217987.0,1996766.0,2019
798,801,The Goldfinch,Warner Bros. Pictures / Amazon Studios,"John Crowley (director); Peter Straughan (screenplay); Ansel Elgort, Oakes Fegley, Aneurin Barnard, Finn Wolfhard, Sarah Paulson, Luke Wilson, Jeffrey Wright, Nicole Kidman",155,Drama,582164.0,5332621.0,2019
799,802,Hustlers,STX Entertainment,"Lorene Scafaria (director/screenplay); Constance Wu, Jennifer Lopez, Julia Stiles, Keke Palmer, Lili Reinhart, Lizzo, Cardi B",29,Drama,11458841.0,104962986.0,2019
801,804,The Sound of Silence,IFC Films,"Michael Tyburski (director/screenplay); Ben Nabors (screenplay); Rashida Jones, Peter Sarsgaard, Tony Revolori, Austin Pendleton",546,Drama,2202.0,20171.0,2019
802,805,Monos,Neon / Stela Cine / Participant Media,"Alejandro Landes (director); Alejandro Landes, Alexis Dos Santos (screenplay); Julianne Nicholson, Moisés Arias",305,Thriller/Suspense,44374.0,406473.0,2019
803,806,Ad Astra,20th Century Fox / Regency Enterprises / Plan B Entertainment,"James Gray (director/screenplay); Ethan Gross (screenplay); Brad Pitt, Tommy Lee Jones, Ruth Negga, Liv Tyler, Donald Sutherland, John Ortiz, Lisa Gay Hamilton, Freda Foh Shen, Natasha Lyonne",55,Thriller/Suspense,5479079.0,50188370.0,2019
804,807,Downton Abbey,Focus Features / Perfect World Pictures / Carnival Films,"Michael Engler (director); Julian Fellowes (screenplay); Hugh Bonneville, Jim Carter, Michelle Dockery, Elizabeth McGovern, Maggie Smith, Imelda Staunton, Penelope Wilton",31,Drama,10573566.0,96853865.0,2019
805,808,Rambo: Last Blood,Lionsgate / Millennium Films,"Adrian Grunberg (director); Sylvester Stallone, Matt Cirulnick (screenplay); Sylvester Stallone, Adriana Barraza, Paz Vega, Yvette Monreal, Sergio Peris-Mencheta, Oscar Jaenada, Joaquín Cosío",62,Action,4892942.0,44819352.0,2019
806,809,Abominable,Universal Pictures / DreamWorks Animation / Pearl Studio,"Jill Culton (director/screenplay); Todd Wilderman (co-director); Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Eddie Izzard, Sarah Paulson",45,Adventure,6624374.0,60679265.0,2019
807,810,Judy,Roadside Attractions / LD Entertainment / Pathé,"Rupert Goold (director); Tom Edge (screenplay); Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell, Michael Gambon",92,Drama,2623117.0,24027755.0,2019
809,812,Joker,Warner Bros. Pictures / Village Roadshow Pictures / DC Films,"Todd Phillips (director/screenplay); Scott Silver (screenplay); Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Glenn Fleshler, Bill Camp, Shea Whigham, Marc Maron",9,Thriller/Suspense,36438047.0,333772511.0,2019
811,814,Lucy in the Sky,Fox Searchlight Pictures,"Noah Hawley (director/screenplay); Brian C. Brown, Elliott DiGuiseppi (screenplay); Natalie Portman, Jon Hamm, Zazie Beetz, Dan Stevens, Colman Domingo, Ellen Burstyn",318,Drama,34931.0,319976.0,2019
812,815,Wrinkles the Clown,Magnet Releasing,"Michael Beach Nichols (director); Michael Beach Nichols, Christopher K. Walker (screenplay)",568,Documentary,1630.0,14938.0,2019
813,816,Gemini Man,Paramount Pictures / Skydance Media / Jerry Bruckheimer Films,"Ang Lee (director); David Benioff, Billy Ray, Darren Lemke (screenplay); Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong",57,Action,5299865.0,48546770.0,2019
814,817,The Addams Family,Metro-Goldwyn-Mayer / Bron Animation,"Conrad Vernon, Greg Tiernan (directors); Matt Lieberman, Pamela Pettler (screenplay); Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard, Nick Kroll, Snoop Dogg, Bette Midler, Allison Janney",30,Adventure,10609804.0,97185807.0,2019
816,819,The King,Netflix / Plan B Entertainment,"David Michôd (director/screenplay); Joel Edgerton (screenplay); Timothée Chalamet, Joel Edgerton, Sean Harris, Lily-Rose Depp, Robert Pattinson, Ben Mendelsohn",346,Documentary,28462.0,259291.0,2018
817,820,Jexi,Lionsgate / CBS Films / Entertainment One,"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",145,Comedy,714646.0,6546159.0,2019
818,821,Maleficent: Mistress of Evil,Walt Disney Pictures,"Joachim Rønning (director); Linda Woolverton, Noah Harpster, Micah Fitzerman-Blue (screenplay); Angelina Jolie, Elle Fanning, Michelle Pfeiffer, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein, Imelda Staunton, Juno Temple, Lesley Manville",23,Adventure,12368421.0,113294737.0,2019
820,823,Zombieland: Double Tap,Columbia Pictures,"Ruben Fleischer (director); Rhett Reese, Paul Wernick, David Callaham (screenplay); Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin, Rosario Dawson, Zoey Deutch, Luke Wilson",39,Comedy,7972442.0,73027571.0,2019
822,825,Jojo Rabbit,Fox Searchlight Pictures,"Taika Waititi (director/screenplay); Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Rebel Wilson, Stephen Merchant, Alfie Allen, Sam Rockwell",102,Black Comedy,2355846.0,21579550.0,2019
824,827,The Lighthouse,A24 / Regency Enterprises,"Robert Eggers (director/screenplay); Max Eggers (screenplay); Willem Dafoe, Robert Pattinson",128,Drama,1180056.0,10809320.0,2019
826,829,Black and Blue,Screen Gems,"Deon Taylor (director); Peter A. Dowling (screenplay); Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter, Reid Scott, Beau Knapp",100,Action,2403136.0,22012729.0,2019
827,830,Countdown,STX Entertainment,"Justin Dec (director/screenplay); Elizabeth Lail, Peter Facinelli, Anne Winters, Talitha Bateman, Tichina Arnold, P. J. Byrne",90,Horror,2796704.0,25617813.0,2019
829,832,Terminator: Dark Fate,Paramount Pictures / 20th Century Fox / Skydance Media / Tencent Pictures,"Tim Miller (director); David S. Goyer, Justin Rhodes, Billy Ray (screenplay); Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes, Gabriel Luna, Diego Boneta",44,Action,6796187.0,62253077.0,2019
830,833,Motherless Brooklyn,Warner Bros. Pictures,"Edward Norton (director/screenplay); Edward Norton, Bruce Willis, Gugu Mbatha-Raw, Bobby Cannavale, Cherry Jones, Alec Baldwin, Willem Dafoe",135,Drama,1012853.0,9277736.0,2019
831,834,Harriet,Focus Features,"Kasi Lemmons (director/screenplay); Gregory Allen Howard (screenplay); Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Janelle Monáe",64,Drama,4644945.0,42547700.0,2019
833,836,Arctic Dogs,Assemblage Entertainment,"Aaron Woodley (director/screenplay); Bob Barlen, Cal Brunker (screenplay); Jeremy Renner, James Franco, Heidi Klum, Alec Baldwin, Omar Sy, Anjelica Huston, John Cleese",152,Adventure,633324.0,5801249.0,2019
834,837,Doctor Sleep,Warner Bros. Pictures / Intrepid Pictures,"Mike Flanagan (director/screenplay); Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis, Carl Lumbly, Zahn McClarnon, Emily Alyn Lind, Bruce Greenwood, Jocelin Donahue",80,Horror,3443570.0,31543097.0,2019
836,839,Last Christmas,Universal Pictures / Perfect World Pictures,"Paul Feig (director), Emma Thompson, Bryony Kimmings (screenplay); Emilia Clarke, Henry Golding, Michelle Yeoh, Emma Thompson",76,Romantic Comedy,3833674.0,35116450.0,2019
837,840,Playing with Fire,Paramount Players / Nickelodeon Movies / Walden Media,"Andy Fickman (director); Dan Ewen, Matt Lieberman (screenplay); John Cena, Keegan-Michael Key, John Leguizamo, Brianna Hildebrand, Dennis Haysbert, Judy Greer",63,Comedy,4847913.0,44406890.0,2019
839,842,Midway,Lionsgate / Summit Entertainment / Centropolis Entertainment / AGC Studios / Entertainment One,"Roland Emmerich (director); Wes Tooke (screenplay); Ed Skrein, Patrick Wilson, Luke Evans, Aaron Eckhart, Nick Jonas, Mandy Moore, Dennis Quaid, Woody Harrelson",48,Action,6173284.0,56547282.0,2019
841,844,Honey Boy,Amazon Studios,"Alma Har'el (director); Shia LaBeouf (screenplay); Shia LaBeouf, Lucas Hedges, Noah Jupe, FKA Twigs",181,Drama,325338.0,2980099.0,2019
843,846,The Good Liar,Warner Bros. Pictures / New Line Cinema / Bron Studios,"Bill Condon (director); Jeffrey Hatcher (screenplay); Ian McKellen, Helen Mirren, Russell Tovey, Jim Carter",114,Thriller/Suspense,1852978.0,16973279.0,2019
845,848,Waves,A24,"Trey Edward Shults (director/screenplay); Kelvin Harrison Jr., Lucas Hedges, Taylor Russell, Alexa Demie, Renée Elise Goldsberry, Sterling K. Brown",212,Musical,177540.0,1626272.0,2019
847,850,Frozen II,Walt Disney Pictures / Walt Disney Animation Studios,"Chris Buck, Jennifer Lee (directors); Jennifer Lee (screenplay); Idina Menzel, Kristen Bell, Jonathan Groff, Josh Gad, Sterling K. Brown, Evan Rachel Wood, Alfred Molina, Martha Plimpton, Jason Ritter, Rachel Matthews, Jeremy Sisto, Ciarán Hinds",3,Adventure,49174621.0,450439533.0,2019
849,852,21 Bridges,STX Entertainment,"Brian Kirk (director); Matthew Michael Carnahan, Adam Mervis (screenplay); Chadwick Boseman, Sienna Miller, Stephan James, Keith David, Taylor Kitsch, J.K. Simmons",85,Thriller/Suspense,3085700.0,28265017.0,2019
851,854,Dark Waters,Focus Features / Participant,"Todd Haynes (director); Mario Correa, Matthew Michael Carnahan (screenplay); Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Camp, Victor Garber, Mare Winningham, William Jackson Harper, Bill Pullman",129,Drama,1160904.0,10633879.0,2019
853,856,Knives Out,Lionsgate / Media Rights Capital,"Rian Johnson (director/screenplay); Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon, Don Johnson, Toni Collette, Lakeith Stanfield, Katherine Langford, Jaeden Martell, Christopher Plummer",21,Drama,14205180.0,130119450.0,2019
855,858,Queen & Slim,Universal Pictures / Entertainment One / Bron Creative,"Melina Matsoukas (director); Lena Waithe (screenplay); Daniel Kaluuya, Jodie Turner-Smith, Bokeem Woodbine, Chloë Sevigny, Flea, Sturgill Simpson, Indya Moore",68,Drama,4445300.0,40718945.0,2019
857,860,Jumanji: The Next Level,Columbia Pictures / Seven Bucks Productions,"Jake Kasdan (director/screenplay); Scott Rosenberg, Jeff Pinkner (screenplay); Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas, Awkwafina, Rory McCann, Alex Wolff, Morgan Turner, Ser'Darius Blain, Madison Iseman, Danny Glover, Danny DeVito",11,Adventure,20971019.0,192094536.0,2019
859,862,Richard Jewell,Warner Bros. Pictures / Malpaso Productions,"Clint Eastwood (director); Billy Ray (screenplay); Paul Walter Hauser, Sam Rockwell, Kathy Bates, Jon Hamm, Olivia Wilde",110,Drama,1945657.0,17822217.0,2019
861,864,Black Christmas,Universal Pictures / Blumhouse Productions,"Sophia Takal (director/screenplay); April Wolfe (screenplay); Imogen Poots, Lily Donoghue, Aleyse Shannon, Brittany O'Grady, Caleb Eberhardt, Cary Elwes",133,Horror,1077257.0,9867670.0,2019
863,866,Bombshell,Lionsgate / Bron Creative / Annapurna Pictures,"Jay Roach (director); Charles Randolph (screenplay); Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow, Kate McKinnon, Connie Britton, Mark Duplass, Rob Delaney, Malcolm McDowell, Allison Janney",91,Drama,2684494.0,24589972.0,2019
865,868,Uncut Gems,A24,"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",73,Thriller/Suspense,3990871.0,36556384.0,2019
867,870,Seberg,Amazon Studios,"Benedict Andrews (director); Joe Shrapnel, Anna Waterhouse (screenplay); Kristen Stewart, Jack O'Connell, Margaret Qualley, Zazie Beetz, Vince Vaughn, Anthony Mackie",136,Thriller/Suspense,48909.0,448009.0,2019
868,871,A Hidden Life,Fox Searchlight Pictures,"Terrence Malick (director/screenplay); August Diehl, Valerie Pachner, Matthias Schoenaerts",227,Drama,139118.0,1274329.0,2019
870,873,Cats,Universal Pictures / Amblin Entertainment / Working Title Films,"Tom Hooper (director/screenplay); Lee Hall (screenplay); James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift, Rebel Wilson, Ray Winstone, Francesca Hayward",106,Musical,2180141.0,19970095.0,2019
872,875,Spies in Disguise,20th Century Fox / Blue Sky Studios / Chernin Entertainment,"Nick Bruno, Troy Quane (directors); Brad Copeland (screenplay); Will Smith, Tom Holland, Rashida Jones, Ben Mendelsohn, Reba McEntire, Rachel Brosnahan, Karen Gillan, DJ Khaled, Masi Oka",58,Adventure,5135635.0,47042421.0,2019
